id,image_text
5429,a monkey in a pink shirt.
5430,a baby monkey in the middle of a picture of a baby monkey in the middle vs a monkey in a pink shirt
5431,a man in a suit and tie pointing at the camera.
5432,a man 
5433,"a man with long hair and a beard,  vs a man looking up at something"
5434,a woman with a cigarette in her mouth.
5435,a cat looking up at the wall.
5436,a man in the snow 
5437,a man holding a teddy bear.
5438,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
5439,a cat sitting on the ground.
5440,a man in a suit and tie.
5441,president trump giving a speech.
5442,a man standing in a field.
5443,a man sitting at a table.
5444,a seal 
5445,a dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
5446,harry and hermik in harry's classroom.
5447,a man in a suit and tie 
5448,two men laughing together.
5449,a girl with braid hair.
5450,a woman and a child.
5451,a man with a white hair 
5452,an old man holding a wand.
5453,gan gan and gan gan in the ho vs an old man with a beard and a hat
5454,a group of people sitting around a campfire.
5455,two people sitting around a fire vs a group of people sitting around a campfire
5456,a cat brushing its hair.
5457,a black and white fish.
5458,a man with long hair and a beard.
5459,"an older man with long hair and a beard,  vs a man and a woman with long hair"
5460,two superheros fighting over a truck.
5461,"a man in a suit and tie,  vs a spider and a truck"
5462,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
5463,a boy laying on the ground.
5464,a deer laying on the side of a road.
5465,a man sitting on top of a rock.
5466,a minion and a minion saying don't you are what you need.
5467,a penguin in the snow.
5468,a man getting his tattoo done.
5469,a man in a suit sitting at a desk.
5470,a baby 
5471,a man in a minecraft minecraft minecraft minecraft minecraft minecraft.
5472,"a person with a speech bubble vs a man standing in the middle of a field with a speech bubble that says,"
5473,a woman with a hat on her head.
5474,a woman in a wedding dress 
5475,a cat with blue eyes.
5476,"the avengers avengers memes, avengers memes, avengers memes, avengers me."
5477,a man with a beard and a woman with a beard and a man with a.
5478,a woman 
5479,a girl with long hair and a man with long hair and a woman with long.
5480,a man talking on the phone.
5481,a man in a suit and tie.
5482,a woman and a man looking at each other people.
5483,a man and woman looking at each other people vs a man in a white shirt looking at the camera
5484,a black and white cat.
5485,a person in a room with a green hat.
5486,a cat and a mouse.
5487,a cat.
5488,a man talking on the phone.
5489,a young boy 
5490,a man in a suit holding a trophy.
5491,a frog that is laying on the ground.
5492,"a woman with a knife in her hand, and a comic strip strip strip strip."
5493,a bunch of minions 
5494,a man sitting in front of a computer.
5495,a group of children dancing in the dirt.
5496,a seal seal 
5497,a group of people swimming in the water.
5498,michelle bach and michelle bach.
5499,a man in a leather jacket talking to another man in a black leather jacket.
5500,a man holding up a picture of himself.
5501,a baby sitting on the beach 
5502,a minion 
5503,a cat sitting on top of a cat tree.
5504,a cat that is sitting on the floor vs a cat sitting on top of a cat tree
5505,a cat wearing a tia.
5506,a man in a suit and tie.
5507,a man in a fur coat and a woman in a fur coat and a man.
5508,an older man with his hands on his face.
5509,a woman with glasses on.
5510,a girl with long hair.
5511,"a black and white photo frame vs a girl with glasses ona black and white photo frame, a girl with glasses on, a woman in a white dress"
5512,a girl with glasses and
5513,a man 
5514,a man hugging a woman.
5515,yo yo yo yo yo yo yo yo yo yo yo yo yo yo yo yo.
5516,"a man in a suit and tie, "
5517,a spider on a wall.
5518,a penguin and an image of a penguin.
5519,two people looking at a glass ball 
5520,a man in a white shirt and tie.
5521,a kitten sleeping in a basket.
5522,a clown 
5523,a man sitting on top of a car.
5524,two men in suits talking.
5525,a woman holding a bag.
5526,an elephant and a man.
5527,a man wearing sunglasses and a white shirt.
5528,a man in a suit holding a gun.
5529,a minion 
5530,a baby 
5531,a shark 
5532,a cat with a capt.
5533,a man in a suit and tie.
5534,a man and woman sitting in front of an american flag.
5535,a man in a black shirt and hat 
5536,a bunch of superheros.
5537,a penguin 
5538,a man 
5539,a woman with red hair and glasses.
5540,a man in a blue shirt.
5541,a man in a blue shirt vs a man on a swing
5542,a cat holding a baby.
5543,a baby sitting at a table with a beer.
5544,"a man in a suit and tie, "
5545,a group of people eating food.
5546,a woman with a saxophone.
5547,the face you make when someone says ` ` ` ` ` ` ` ` `.
5548,a man in a dark room 
5549,a man in a suit and tie.
5550,a man 
5551,a man wearing a cowboy hat.
5552,a square with a smiley face.
5553,a man with sunglasses on.
5554,two people talking in a room.
5555,a woman in a red sweater vs the big bang
5556,a man in a suit 
5557,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
5558,a man in a suit holding up a card.
5559,a man in a suit and tie.
5560,a man's legs 
5561,a person with a hat on.
5562,a man and woman sitting at a table.
5563,than than than than than than than than than than than than than than than than.
5564,a man and a woman with different expressions.
5565,a man holding up a flag.
5566,
5567,a group of sesame characters.
5568,a man with a light saber 
5569,a black and white photo of a black and white photo of a black and white vs a person with a light saber
5570,a man and woman talking to each other people.
5571,a man wearing a hat and sunglasses.
5572,guns and guns 
5573,a woman in a dress.
5574,a woman in a pink dress vs a woman in a dress
5575,a man in a white shirt 
5576,a man with a sword in his hand.
5577,a man in a suit and tie.
5578,a man with long hair and a bow tie vs a man in a suit and tie
5579,a shark jumping out of the water.
5580,a shark with its mouth out in the water vs a shark jumping out of the water
5581,a man in a suit pointing at the camera.
5582,a rhino in the middle of a field.
5583,a cat with sunglasses on.
5584,a man in a red shirt 
5585,a woman with red lipstick.
5586,a spider in a room.
5587,two men with green squares on their faces.
5588,a girl and a seal.
5589,a man with a smile on his face.
5590,a man in a suit and tie 
5591,a man in a suit with a gun.
5592,a troll troll troll troll troll troll troll troll troll troll troll troll troll troll troll.
5593,a man talking to another man.
5594,two men laughing at each other man.
5595,the joker and the joker.
5596,a sesame character talking to an elm elm elm elm elm elm elm elm elm elm.
5597,a cat laying on a couch.
5598,a man wearing a hat and glasses.
5599,two cats playing with each other cats.
5600,a man wearing glasses and a suit.
5601,a guy 
5602,a man sitting in a chair.
5603,a man holding a teddy bear.
5604,a young boy holding a teddy bear vs a bear and a man in the woods
5605,a spider and a man in a suit.
5606,the united state government vs spider and spider - man fighting
5607,a person holding an apple.
5608,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
5609,a person wearing a beanie.
5610,donald and kim.
5611,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
5612,two women wearing t - shirts 
5613,a man with glasses on.
5614,a man in a star wars uniform.
5615,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
5616,a person in front of a whiteboard 
5617,"a man in a suit and tie, "
5618,a cat 
5619,a man in a suit and tie.
5620,a little girl sitting in a car.
5621,a man in a suit and tie.
5622,the president wiping his nose.
5623,a black cat wearing a tie.
5624,a cartoon character with a purple hair.
5625,a person sitting on a couch.
5626,a person sitting on a couch vs a man sitting on a couch
5627,a woman with headphones on.
5628,a cat with a capt.
5629,a woman holding a sign that says this is what feminist looks like.
5630,a man in a white shirt and a man in a black jacket.
5631,"a man with a beard and a caption that says, ` one fard."
5632,a minion 
5633,person 
5634,the president of the united.
5635,a man in a purple suit talking to another man.
5636,a group of kids sitting around a table.
5637,a man in a crowd of people.
5638,a dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
5639,the president smiling for the camera.
5640,a man talking on the phone.
5641,two men shaking hands in front of a fireplace.
5642,a man wearing a top hat and bow tie.
5643,a woman in a silver dress.
5644,a man holding a flag in front of a fire.
5645,harry and hermi and hermi harry and hermi harry and hermi harry.
5646,a man giving a speech.
5647,a group of people standing in front of a wall.
5648,a cartoon character running down a street.
5649,a cartoon character running down a street vs a man with a cigarette in his mouth
5650,a man in a winter coat holding a microphone.
5651,a man in a black shirt 
5652,a cartoon character looking at the window.
5653,a man in a suit and tie.
5654,a man in a suit with his mouth open.
5655,two birds standing in front of a mirror.
5656,a dragon 
5657,a dragon  vs a dinosaur 
5658,a man pointing at the camera.
5659,a man and woman sitting on a couch.
5660,a spider in the middle of a street.
5661,a woman wearing glasses and a green shirt.
5662,two children and a seal.
5663,a girl and a boy with a capt.
5664,a man in a suit sitting at a desk.
5665,a man with a mustache and mustache.
5666,a little girl in a field of flowers.
5667,a person reading a book.
5668,a soldier holding a cup.
5669,a cat inside of a shell.
5670,a couple kissing in the snow.
5671,a cat sitting on a couch.
5672,a boy with a green shirt and a green t - shirt.
5673,the face of a statue.
5674,a cat playing with a christmas wreath.
5675,two men looking at each other men.
5676,a person standing in front of a large wave.
5677,the ocean  vs a person standing in the ocean
5678,a man with a smile on his face.
5679,a man in a suit and tie.
5680,"a man in a red uniform, "
5681,a man in a suit and tie.
5682, vs a man with an egg on his head
5683,a group of people standing in front of a military vehicle.
5684,a person reading a book.
5685,"the prime of india, naji singh singh singh singh singh singh singh singh singh."
5686,a minion 
5687,an old man sitting at a table.
5688,a man sitting at a table with a bottle of beer.
5689,an old man with a long beard and glasses.
5690,a man in a black shirt  vs an old man with a long beard and glasses
5691,a person holding a cat.
5692,president donald and his family.
5693,two men standing next to each other men.
5694,an old man with a bottle of beer.
5695,a man with a stick in his hand.
5696,a man holding a baby.
5697,a group of people sitting around a table.
5698,a man in a suit and tie.
5699,a girl 
5700,a man shooting a basketball ball.
5701,"a man with long hair and beards, "
5702,"a man with long hair and a woman with long hair, both looking at each vs a man with long hair and a beard, "
5703,two minionss hugging each other minionss.
5704,"a girl in a room with vs two minions minions minions, minions memes, minions memes, minions memes"
5705,a man sitting in a chair vs a man in a bar
5706,a man in a suit and tie.
5707,a person standing on a balcony at night.
5708,a cat with a hat on it's head.
5709,a watermel tree 
5710,a watermelon tent under a tree vs a person with their eyes closed 
5711,a woman with long hair and a white turtle neck sweater.
5712,a girl in front of a fire.
5713,two people sitting on a couch.
5714,a man in a suit and tie 
5715,a person holding a piece of food.
5716,a cartoon character  vs a cartoon character holding a banana
5717,a man with long hair and beards vs a man with long hair and a beard
5718,a fish and a clown 
5719,a man holding a painting.
5720,a man wearing glasses and smiling at the camera.
5721,a man with his hands on his head.
5722,a woman dancing with a man in the background.
5723,a man in a red shirt pointing at the camera.
5724,a person reaching into a door.
5725,a man in a blue shirt and tie pointing at the camera.
5726,a man in a suit and tie.
5727,a man in a suit and tie holding a camera.
5728,a man in a suit and tie vs a man in a suit and tie holding a phone
5729,two men vs a man holding a fish
5730,a man in a purple shirt 
5731,a man with his mouth open.
5732,a woman with her hand on her head.
5733,a cat playing with a toy.
5734,a cat sitting on top of a table vs a cat playing with a toy
5735,a man in a suit with a speech bubble above his head vs a man in a suit with a medal
5736,a man laying on a bed.
5737,a man with long hair and a beard.
5738,a minion sitting on a table.
5739,a ship 
5740,a ship in the ocean vs a storm trooper holding a rifle
5741,a person with a hat on.
5742,the avengers avengers memes.
5743,a man with long hair and a beard.
5744,a minion 
5745,a minion 
5746,a man with an evil face 
5747,two minions 
5748,a dog with a hat on it's head.
5749,a man in a suit and tie.
5750,a man in a suit holding a baseball bat.
5751,a man in a suit 
5752,a man in a suit and tie.
5753,a man holding a soccer ball.
5754,a man smoking a cigarette.
5755,a man with money in his hand.
5756,a titanic ship in the ocean.
5757,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
5758,a penguin 
5759,a monkey sitting at a computer.
5760,a minion 
5761,two people with red hair and glasses.
5762,a man with long hair.
5763,a man laughing 
5764,a group of people standing in front of a building.
5765,a minion holding a baseball bat.
5766,a man with a dog on his shoulder.
5767,a man in a suit and tie.
5768,a man and woman on the beach.
5769,the joker with his hands up.
5770,a man in uniform talking to another man.
5771,a girl 
5772,a minion 
5773,a man in a suit and tie.
5774,"a man in a suit and tie,  vs a man in a suit and tie"
5775,president trump holding up a sign.
5776,a cartoon character 
5777,a woman holding a gun.
5778,a bald man 
5779,a minion 
5780,a minion with an ice cream cone on it's head.
5781,a man in a black shirt 
5782,a man in a suit and tie.
5783,a guy 
5784,a deadpool with a santa hat on.
5785,a man with a smile on his face.
5786,a dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
5787,a man in a suit and tie.
5788,"a man in a suit and tie,  vs a man in a suit and tie"
5789,a hamy with its mouth open.
5790,two men standing next to each other men.
5791,a man with a hat and bow tie.
5792,a man sitting at a desk with a computer.
5793,a baby in a tuxed tuxed tuxed tuxed tuxed tuxed.
5794,a group of people walking down the street.
5795,a man and a woman talking.
5796,a man with a beard  vs a woman with long brown hair and a black dress
5797,a man in a red shirt holding a tablet.
5798,a man in a suit and tie.
5799,a man 
5800,a squirrel laying on the side of a road.
5801, vs a dead animal on the side of the road
5802,"the avengers avengers memes, avengers memes, avengers memes, avengers me."
5803,a man in the water.
5804,a man drinking a cup of coffee.
5805,a man with a beard.
5806,a cat sitting on a couch.
5807,a man with a hat on.
5808,"a man in a suit and tie, "
5809,"two men in suits and ties, one is laughing and the other is laughing."
5810,batman slappinging a woman.
5811,a man with a beard and a picture of a man with a beard.
5812,a woman and a man in avengers.
5813,a man and a woman in avengers vs thor with a hammer in his hand
5814,a man in a suit 
5815, dead vs a spider and deadpool
5816,the face of a man with long hair and beards vs a white background 
5817,a woman in a red dress next to an alien.
5818,a woman in a red dress next to an alien vs the predator
5819,a cat in the grass.
5820,a cat in the snow.
5821,a man in a fur coat.
5822,a man with a smile on his face.
5823,two men in suits talking.
5824,a woman in a fur coat 
5825,two anime characters 
5826,the president smoking a cigarette.
5827,a turtle with a speech bubble bubble bubble bubble bubble bubble bubble bubble bubble bubble bubble.
5828,two men sitting on a bench.
5829,a man in a suit and tie sitting at a table 
5830,a man kneeling on the ground.
5831,a cat and a baby.
5832,a man in a suit standing next to a car.
5833,harry and hermik in harry's house.
5834,a man with a smile on his face.
5835,a man with a toothbrush in his mouth.
5836,a man in a leather jacket 
5837,a man in a leather jacket vs 
5838,a minion 
5839,a cat with a clown face.
5840,two people making sandwiches.
5841,a man in a suit with his arms crossed.
5842,a group of children dancing in the dirt.
5843,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
5844,a minion 
5845,a man with a smile on his face.
5846,a man in a red shirt pointing at the camera.
5847,a man with long hair 
5848,a little girl in a pink dress.
5849,the president and first lady of the united.
5850,a house at night 
5851,a man wearing a headset and smiling.
5852,a man with glasses on his face.
5853,a man in a suit sitting at a desk.
5854,a husky dog looking up at the camera.
5855,a cat that is laying down.
5856,a woman with a surprised expression.
5857,harry potter from harry potter potter potter potter potter potter potter potter potter potter potter potter.
5858,a black background 
5859,an older man looking at a laptop.
5860,a minion 
5861,a cat sitting at a table 
5862,a man sitting in a chair with a cat.
5863,a man sitting at a table.
5864,a man sitting in a chair.
5865,a dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
5866,a man in a suit and tie.
5867,a pair of scissors on a white surface.
5868,minions from the minions movie.
5869,a group of people in a crowd.
5870,two men laughing at each other man.
5871,a person holding a camera.
5872,a man sitting in the back seat of a car.
5873,a man holding a stick.
5874,a little boy holding a book.
5875,a kid 
5876,a man in a suit sitting on the beach.
5877,a baby sitting at a table with a glass of beer.
5878,"a man in a top hat and top hat, "
5879,the big bangy funny moments.
5880,a man holding a gun.
5881,a cat sitting on the floor.
5882,harry's book cover.
5883,a man with glasses 
5884,a man in a suit sitting at a table.
5885,a person with a creepy look on their face.
5886,a man in a suit and tie.
5887,a group of cartoon characters.
5888,an old man with glasses on.
5889,a man eating a slice of pizza.
5890,a man in a suit and sunglasses talking to another man in a suit.
5891,a meme 
5892,a cat in a plastic container.
5893,a baby sitting on the beach.
5894,the big bang bang bang bang bang bang bang bang bang bang bang bang bang bang.
5895,a man in a vest and vest  vs the big bang
5896,a white background with a black and white
5897,an old man using a laptop.
5898,a man in a suit sitting at a desk.
5899,a person with a phone in their hand.
5900,a man wearing a hat and sunglasses.
5901,a man drinking a beer.
5902,"a man drinking a beer vs a sign that says,'the sinking of the titanic was a miracle to the"
5903,a man climbing up a wall.
5904,"a man falling off the ground, "
5905,a girl with a smile on her face.
5906,a bald man with a cigarette in his mouth.
5907,a man in a suit and tie.
5908,a man and a woman in the middle earth.
5909,a man with a beard 
5910,a man in a suit smiling.
5911,two cats laying on a bed.
5912,a man in a black jacket.
5913,a man holding a confederate flag.
5914,a man and woman talking to each other people.
5915,a shirtless man in the movie.
5916,a man in a suit and tie.
5917,a man in the back seat of a car.
5918,a man in the back seat of a car  vs a man in a car 
5919,two cats playing with each other cats.
5920,a man and woman sitting at a table.
5921,a penguin holding a sword.
5922,a person  vs a penguin holding a sword
5923,a white cat with a capt.
5924,"the avengers avengers memes, avengers memes, avengers comics, avengers memes."
5925,a man with a gun in the water.
5926,a cat 
5927,a baby with a capt.
5928,a girl with a hat on her head.
5929,a basketball player in a red jersey.
5930,two angels with palm trees in the background.
5931,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
5932,a man in a black shirt 
5933,a man with a gun in his hand vs a man with a gun in his hand 
5934,a man driving a car with a woman behind him.
5935,a woman pointing at the camera.
5936,a cat sitting on top of a box.
5937,a cat that is looking at the camera.
5938,a girl that is smiling.
5939,a man with glasses 
5940,a person with a birthday hat.
5941,a man in a suit smoking a cigarette.
5942,a woman holding a sign.
5943,a baby in a pink shirt.
5944,a cat sitting on top of a cat tree.
5945,a man in a suit and tie 
5946,a man with a drink in his hand.
5947,a man kissing another man on the cheek.
5948,"a woman in a grey shirt and black pants with her hands up, saying keep."
5949,a penguin standing in the snow.
5950,a man in a fur coat holding a sword.
5951,the face of a man 
5952,a man and a woman in a car.
5953,a man in a suit and tie 
5954,a man with a bird in his hand.
5955,a man holding up a trophy.
5956,a man in a tuxed vs a man holding up a trophy
5957,a man singing into a microphone.
5958,a man singing into a microphone vs a man in headphones singing into a microphone
5959,a person with a stick and a person with a stick.
5960,"a yellow background  vs a man with a stick in his hand and a stick in the other hand,"
5961,an older woman 
5962,sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge sponge.
5963,a clown clown clown clown clown clown clown clown clown clown clown clown clown clown clown.
5964,two people in the water.
5965,a man sitting in a chair.
5966,a seal seal 
5967,a man holding a cat.
5968,a man talking to another man.
5969,a woman standing in front of a door.
5970,a minion 
5971,a man in an orange jacket talking on the phone.
5972,a cat 
5973,two men sitting in the back seat of a car.
5974,a man with long white hair 
5975,a man doing a push on a track.
5976,"two green parrots, one with a hooded and the other with a hoodie."
5977,a pig 
5978,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
5979," dead vs the avengers and captain marvel comics, marvel comics, person,"
5980,a woman with pink hair.
5981,a girl kissing a boy.
5982,a couple kissing in the library vs a girl 
5983,a man with a beard 
5984,the simpsons on the simpsons show.
5985,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
5986,a white zipper pouch 
5987,a man wearing sunglasses and holding a book.
5988,a cat sitting on top of a sink.
5989,a man in a suit with his hands up.
5990,donald and hillary hugging.
5991,"donald and hillary hugging vs president person donald and hillary hugging, president person , two police officers standing in front of a house"
5992,avengers and the avengers team.
5993,a man with a mustache in his mouth.
5994,a person with a hat on.
5995,a group of people with their hands in the air.
5996,a minion 
5997,a man and woman talking to each other people.
5998,a man and woman talking to each other people vs a man in a red shirt 
5999,a british flag 
6000,a young boy sitting on the floor.
6001,
6002,a cat and mouse with a baseball bat.
6003,a person 
6004,a girl that is smiling for the camera.
6005,two men in suits sitting at a table.
6006,a man with a fake face.
6007,a man in a suit and tie 
6008,a man in a suit and tie.
6009,some people in a crowd.
6010,people in a crowd with vs a man and a woman with a dog
6011,two people sitting at a table.
6012,a man in a suit and tie.
6013,
6014,bernie sanders and bernie sanders.
6015,a man in a suit and tie.
6016,a group of people standing in front of a tv screen.
6017,a man in a suit and tie.
6018,a man in a suit and tie.
6019,a person dressed as a joker.
6020,a dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
6021,a man with an apple in the background.
6022,a man and woman in the woods with
6023,a black and white cat laying on the floor.
6024,a man with his eyes closed.
6025,two green parrots 
6026,a man with a beard sitting on a horse.
6027,a man sitting in front of an indian flag.
6028,a koloa in a tree 
6029,a man sitting in front of a crowd.
6030,a seal 
6031,two stickers 
6032,a person with a hat on.
6033,a man with a flower in his mouth.
6034,a cat with sunglasses and a bottle of wine.
6035,a man looking out from behind a wall.
6036,donald and kim kissing.
6037,trump kissing a man vs donald and kim kissing
6038,two people sitting at a table.
6039,a group of people sitting around a table vs a group of friends
6040,a man hugging a woman in the middle of a room.
6041,"a man in a suit and tie, "
6042,a woman holding a sign.
6043,a black and white cat with green eyes.
6044,donald the trump.
6045,a man drinking water from a glass.
6046,a man in a suit 
6047,a man with no shirt and no shirt.
6048,a pink and blue background 
6049,a woman holding up a sign.
6050,a man in a green background 
6051,a man in a red shirt.
6052,a man holding two guns.
6053,a man holding a sign that says ` ` ` ` ` ` ` ` `.
6054,a man looking at another.
6055,a man talking on the phone.
6056,a man and woman on a tv set.
6057,a baby 
6058,a man in a suit and tie.
6059,a man with a mustache 
6060,a man in a police uniform.
6061,a man in a suit and tie.
6062,a cat 
6063,a man holding a ball.
6064,a classroom 
6065,a man holding a baseball bat.
6066,a man in a suit and tie.
6067,a man in a hat and a woman in a dress 
6068,a man in a suit and tie.
6069,a man in a suit looking at another man in a suit.
6070,two men talking to each other man.
6071,president obama and president trump.
6072,a penguin standing in the snow.
6073,a man 
6074,
6075,an older woman holding a newspaper.
6076,an old woman reading a newspaper vs a woman
6077,"two men, one with a mustache and the other with a mustache."
6078,a man in a suit and tie 
6079,a group of disney princesses.
6080,a man with a sword and a woman with a sword.
6081,a crowd of people.
6082,a man with a beard sitting in front of a blackboard with writing on it.
6083,a man sitting in front of a blackboard vs a man with a beard and a beard
6084,two men standing in a room vs two men standing next to each other men
6085,avengers and the avengers team vs a group of avengers avengers avengers memes
6086,the avengers avengers memes.
6087,two babies in tuxed tuxed tuxed tuxed tuxed tuxed tu.
6088,a man in a suit pointing at the camera.
6089,a baby in a tuxed tuxed tuxed tuxed tuxed tuxed.
6090,a baby in a tuxed tuxed tuxed tuxed tuxed tuxed.
6091,a castle made out of bricks.
6092,a baby in a tuxed tuxed tuxed tuxed tuxed tuxed.
6093,a baby in a car seat.
6094,a person holding a pair of scissors.
6095,a blue background 
6096,a man in a suit and tie.
6097,a group of women sitting in a bar.
6098,a man in a suit sitting at a table.
6099,a man and woman talking to each other people.
6100,a man and woman talking to each other people vs a man in a suit talking to a woman
6101,a man and woman talking to each other people.
6102,a man in a suit and tie.
6103,a man in a suit sitting at a desk.
6104,a man in a suit standing on the beach.
6105,"a man in a suit and tie, "
6106,two men in suits and ties.
6107,a joker 
6108,a man with a beard and a beard.
6109,a man with a blue face 
6110,a man holding a teddy bear.
6111,a man with a hat on.
6112,a man and woman holding a baby.
6113,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
6114,a man riding on top of a car.
6115,"two people sitting in a crowd, one is holding a book and the other is."
6116,a man with a surprised look on his face.
6117,a child with an alien head.
6118,a black and white
6119,a bald man with sunglasses on.
6120,a man with a white shirt and sunglasses.
6121,a white background 
6122,a chef in the kitchen.
6123,a woman in a black dress and a man in a white suit standing next to.
6124,the face of a guy 
6125,a cat sitting next to a chalkboard.
6126,an older man and an older woman sitting at a table.
6127,a dog in a police car 
6128,dinosaurs in the woods.
6129,a group of people holding hands 
6130,a woman with a sword and a man with a sword.
6131,a woman with a sword and a man with a sword vs a man on a horse with a sword
6132,a man holding a woman's hand.
6133,a person with a hat on.
6134,a man holding a microphone.
6135,a naked man in a room with
6136,a group of people in suits and ties.
6137,a person with a hat on.
6138,an older man wearing glasses and smiling.
6139,a truck 
6140,a person sitting at a desk with a computer.
6141,a cat holding a bunch of money.
6142,a person sitting at a desk.
6143,a group of people cheering.
6144,a man with a cigarette in his mouth.
6145,a person holding a cell.
6146,a man wearing a red hat.
6147,a person wearing a hat.
6148,a computer 
6149,a person sitting at a desk with a computer.
6150,a group of cartoon characters.
6151,a man in a blue shirt 
6152,a man in a red shirt.
6153,a man in a green shirt.
6154,a man in a superman t - shirt 
6155,a man wearing a superman shirt vs a man standing in front of a whiteboard
6156,two men with the same faces vs two people with the same faces
6157,a woman in a white tank top.
6158,a white cat with its mouth open.
6159,a white cat with its mouth open vs a white cat with its back to the camera
6160,a cat sitting on the floor.
6161,a dog laying on a bed.
6162,two cats laying on top of each other cats.
6163,a cat looking up at the camera.
6164,a grey cat 
6165,a cat jumping in front of a mirror.
6166,a cat that is laying down.
6167,a cat and a cat 
6168,a cat and a cat with the capt vs a cat with blue eyes
6169,a cat playing with a toy.
6170,a cat wearing a tie.
6171,a cat and a shark.
6172,a cat that is laying down.
6173,a cat sticking its tongue out.
6174,a cat sitting on top of a couch.
6175,two dogs playing with each other dogs.
6176,a cat sitting on a couch.
6177,a cat wearing a pizza hat.
6178,a cat under a blanket.
6179,a cat hanging on a door.
6180,a cat that is looking at the camera.
6181,a white bird with its hands up.
6182,a white cat with blue eyes vs a white cat with its arms up
6183,a man sitting on a couch talking on a phone.
6184,two people in a kitchen.
6185,a woman in a pink shirt and a man in a black suit.
6186,a man talking to another man.
6187,a man sitting on a couch vs a man and a woman sitting on a bed
6188,a man in a hooded jacket 
6189,a pink background 
6190,a man wearing a cowboy hat.
6191,a man with a knife in his hand.
6192,a man with a beard 
6193,a man in a blue shirt smoking a cigarette.
6194,a man 
6195,a man with a beard vs a man with a beard and a black shirt
6196,a man talking on a phone.
6197,a man in a military uniform.
6198,a man talking on a phone.
6199,a man in a military uniform.
6200,a man with a beard in the middle of a movie.
6201,a man with a lego brick.
6202,a man in military uniform.
6203,a man holding guns in front of an american flag.
6204,two people standing in front of a red curtain.
6205,two people sitting on a couch.
6206,two people standing next to each other people.
6207,a young boy in a yellow shirt.
6208,a woman holding a gun.
6209,person 
6210,a man singing into a microphone.
6211,a man eating a sandwich.
6212,a woman singing into a microphone.
6213,a black and white
6214,homer homer homer homer homer homer homer homer homer homer homer homer homer homer homer homer.
6215,a woman with long blonde hair.
6216,a man wearing a cowboy hat and holding a drink.
6217,a man in a blue shirt.
6218,a man playing a guitar.
6219,a man in a red shirt.
6220,a clown wearing a clown mask.
6221,a clown in a dark room vs construction workers working on a building site
6222,a puffy puffy puffy puffy puffy puffy puffy puff.
6223,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
6224,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
6225,spider and deadpool 
6226,two women in red and black with
6227,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
6228,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
6229,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
6230,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
6231,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
6232,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
6233,dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead dead.
6234,a man wearing sunglasses and a white shirt.
6235,a man in a suit sitting on a couch.
6236,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
6237,a man in a cowboy hat and a picture of a man in a cowboy hat.
6238,a man in a tuxed tuxed tuxed tuxed tuxed tuxed.
6239,a dog laying on a blanket.
6240,a dog vs a golf player 
6241,a man in a suit holding a trophy.
6242,a man with a goat on his shoulder.
6243,a man in a white shirt and tie.
6244,two men looking at the camera.
6245,a man in a suit and tie.
6246,an older woman 
6247,"leonardo, the best actor in the oscars."
6248,"leonardo, who is wearing a tuxed tuxed tuxed tuxed tuxed."
6249,a man in a suit and tie.
6250,a man sitting at a desk with a green screen.
6251,a soccer player laying on the ground.
6252,a soccer player laying on the ground vs 
6253,a man with a beard.
6254,a man in a suit talking to another man in a suit.
6255,a man and woman looking at each other people.
6256,a man and woman on twitter.
6257,a group of people standing in front of a building.
6258,two people walking down the street.
6259,a man and woman walking down the street vs two people walking down the street
6260,a baby wearing a bear hat.
6261,a baby drinking a beer.
6262,a baby sitting in a high chair.
6263,a baby 
6264,a man sitting in a chair.
6265,a man in a suit sitting on a chair.
